GeneSym	EnsembleID	Tissue/Cell Type
F12	ENSP00000253496	whole body
CDHR5	ENSP00000351118	whole body
MERTK	ENSP00000295408	whole body
HLA-DMB	ENSP00000378723+ENSP00000393646	whole body
C7	ENSP00000322061	whole body
SHH	ENSP00000297261	whole body
CFP	ENSP00000247153	whole body
OPTC	ENSP00000356191	whole body
C9ORF135	ENSP00000366402	whole body
MEGF8	ENSP00000334219	whole body
LCAT	ENSP00000264005	whole body
DBH	ENSP00000376776	whole body
CPNE9	ENSP00000373343	whole body
CHL1	ENSP00000256509	whole body
CHST7	ENSP00000276055	whole body
OLFM1	ENSP00000252854	whole body
CNDP1	ENSP00000351682	whole body
LPAR4	ENSP00000362398	whole body
MINPP1	ENSP00000361064	whole body
MDGA1	ENSP00000297153	whole body
FREM2	ENSP00000280481	whole body
ICAM2	ENSP00000225760	whole body
ICAM3	ENSP00000160262	whole body
IGKV5-2	ENSP00000374779	whole body
SELL	ENSP00000236147	whole body
NEO1	ENSP00000261908	whole body
PVRL1	ENSP00000264025	whole body
PTPRS	ENSP00000349932	whole body
ADH5	ENSP00000296412	whole body
USF2	ENSP00000222305	whole body
EBI3	ENSP00000221847	whole body
NOP10	ENSP00000332198	whole body
RPIA	ENSP00000283646	whole body
GZMB	ENSP00000216341	whole body
GZMA	ENSP00000274306	whole body
VAPA	ENSP00000345656	whole body
MOSPD3	ENSP00000223054	whole body
WBP1	ENSP00000233615	whole body
HLA-DRB5	ENSP00000364114	whole body
CCL3L1	ENSP00000367605	whole body
AGT	ENSP00000355627	whole body
ITGA1	ENSP00000282588	whole body
PTPRZ1	ENSP00000377047	whole body
PON1	ENSP00000222381	whole body
TNXB	ENSP00000391044+ENSP00000416259	whole body
F13A1	ENSP00000264870	whole body
ATRN	ENSP00000262919	whole body
BST1	ENSP00000265016	whole body
CACNA2D1	ENSP00000349320	whole body
ANGPTL3	ENSP00000360170	whole body
APCS	ENSP00000255040	whole body
CFHR1	ENSP00000314299	whole body
CPB2	ENSP00000181383	whole body
C4BPB	ENSP00000243611	whole body
APOA2	ENSP00000356969	whole body
ANGPTL6	ENSP00000253109	whole body
SERPINF2	ENSP00000321853	whole body
ASGR2	ENSP00000347140	whole body
SERPIND1	ENSP00000215727	whole body
C8A	ENSP00000354458	whole body
C8B	ENSP00000360281	whole body
SAA4	ENSP00000278222	whole body
MST1	ENSP00000308226	whole body
MBL2	ENSP00000363079	whole body
MAN2A1	ENSP00000261483	whole body
LYVE1	ENSP00000256178	whole body
ITIH3	ENSP00000415769	whole body
IGHM	ENSP00000418294	whole body
IGHG3	ENSP00000374992	whole body
FCN2	ENSP00000291744	whole body
F11	ENSP00000264691	whole body
HGFAC	ENSP00000372224	whole body
ITIH2	ENSP00000351190	whole body
CD163	ENSP00000352071	whole body
CETP	ENSP00000200676	whole body
F13B	ENSP00000356382	whole body
UGT2B10	ENSP00000265403	whole body
C1S	ENSP00000328173	whole body
APOC4	ENSP00000412935	whole body
C4BPA	ENSP00000356037	whole body
SERPINA6	ENSP00000342850	whole body
ELTD1	ENSP00000359778	whole body
RNASE4	ENSP00000307096	whole body
TFPI	ENSP00000233156	whole body
IL1RN	ENSP00000259206	whole body
IGFALS	ENSP00000215539	whole body
C1RL	ENSP00000266542	whole body
GPLD1	ENSP00000230036	whole body
POSTN	ENSP00000369071	whole body
APOB	ENSP00000233242	whole body
FGL2	ENSP00000248598	whole body
C1R	ENSP00000290575	whole body
CFB	ENSP00000388516+ENSP00000416561	whole body
KLKB1	ENSP00000264690	whole body
LAMB1	ENSP00000222399	whole body
PROC	ENSP00000234071	whole body
SOD3	ENSP00000371554	whole body
HABP2	ENSP00000277903	whole body
PTPRJ	ENSP00000400010	whole body
HLA-DRA	ENSP00000372608+ENSP00000372746	whole body
HYAL1	ENSP00000266031	whole body
BCHE	ENSP00000264381	whole body
FETUB	ENSP00000265029	whole body
ITGA2B	ENSP00000262407	whole body
ITIH4	ENSP00000266041	whole body
SERPINA10	ENSP00000261994	whole body
LEPR	ENSP00000330393	whole body
SERPINA4	ENSP00000298841	whole body
ST6GALNAC4	ENSP00000336733	whole body
MPO	ENSP00000225275	whole body
TCN1	ENSP00000257264	whole body
APOF	ENSP00000381250	whole body
CPN2	ENSP00000319464	whole body
PON3	ENSP00000265627	whole body
PLXNB1	ENSP00000296440	whole body
AMBP	ENSP00000265132	whole body
C2	ENSP00000372853	whole body
CDH6	ENSP00000265071	whole body
HEG1	ENSP00000311502	whole body
MDK	ENSP00000352852	whole body
NCAM1	ENSP00000318472	whole body
C6	ENSP00000263413	whole body
PLXDC2	ENSP00000366460	whole body
PROS1	ENSP00000377783	whole body
ITIH1	ENSP00000273283	whole body
CA11	ENSP00000084798	whole body
L1CAM	ENSP00000359074	whole body
PLXND1	ENSP00000317128	whole body
GPR116	ENSP00000265417	whole body
ITGB4	ENSP00000200181	whole body
ROBO4	ENSP00000304945	whole body
SEMA4B	ENSP00000332204	whole body
ANPEP	ENSP00000300060	whole body
FCGBP	ENSP00000221347	whole body
LCN2	ENSP00000277480	whole body
AZGP1	ENSP00000292401	whole body
IGHA2	ENSP00000374981	whole body
IGJ	ENSP00000254801	whole body
PIGR	ENSP00000348888	whole body
LGALS3BP	ENSP00000262776	whole body
CTSL	ENSP00000345344	whole body
SUSD2	ENSP00000351075	whole body
DPP4	ENSP00000353731	whole body
GAA	ENSP00000305692	whole body
LUM	ENSP00000266718	whole body
CWC27	ENSP00000370460	whole body
DSG2	ENSP00000261590	whole body
DEFB1	ENSP00000297439	whole body
FGFR1	ENSP00000380280	whole body
ABCB10	ENSP00000355637	whole body
CEP78	ENSP00000365782	whole body
IFNA17	ENSP00000411940	whole body
IFNA21	ENSP00000369574	whole body
TCFL5	ENSP00000334294	whole body
CASP6	ENSP00000265164	whole body
OSM	ENSP00000215781	whole body
CD8B	ENSP00000331172	whole body
IL10	ENSP00000412237	whole body
IL17A	ENSP00000344192	whole body
MTCP1	ENSP00000329343	whole body
STK19	ENSP00000372817+ENSP00000391798	whole body
CXCR5	ENSP00000292174	whole body
LPA	ENSP00000321334	whole body
TLX1	ENSP00000359215	whole body
NFAM1	ENSP00000333680	whole body
ZBP1	ENSP00000360215	whole body
PLEK	ENSP00000234313	whole body
AICDA	ENSP00000229335	whole body
BLNK	ENSP00000224337	whole body
C11ORF31	ENSP00000373509	whole body
COPZ2	ENSP00000006101	whole body
EFNA4	ENSP00000403005	whole body
FCER2	ENSP00000264072	whole body
ZFP69B	ENSP00000235657	whole body
ZNF837	ENSP00000282333	whole body
TIMMDC1	ENSP00000418803	whole body
RHOH	ENSP00000371219	whole body
PLD4	ENSP00000376372	whole body
DUSP2	ENSP00000288943	whole body
LSM7	ENSP00000252622	whole body
HLA-DOB	ENSP00000395780+ENSP00000405108	whole body
LILRB1	ENSP00000315997	whole body
HLA-DQB1	ENSP00000382025+ENSP00000416141	whole body
HLA-DQB3	ENSP00000372734	whole body
BIK	ENSP00000216115	whole body
TCL1A	ENSP00000216612	whole body
MS4A1	ENSP00000314620	whole body
MRPL19	ENSP00000377486	whole body
FAIM3	ENSP00000356058	whole body
TNFRSF13B	ENSP00000261652	whole body
MYO1G	ENSP00000258787	whole body
HLA-DPB1	ENSP00000372582+ENSP00000389288+ENSP00000414196	whole body
HLA-DQA1	ENSP00000190839+ENSP00000409127	whole body
INPP5D	ENSP00000352575	whole body
FAHD2A	ENSP00000233379	whole body
WDR92	ENSP00000295121	whole body
NEIL3	ENSP00000264596	whole body
PREP	ENSP00000358106	whole body
CPTP	ENSP00000343890	whole body
RNASEH2C	ENSP00000308193	whole body
XPNPEP1	ENSP00000358694	whole body
POU2F2	ENSP00000373992	whole body
CCL3	ENSP00000225245	whole body
CCL4	ENSP00000250151	whole body
CD244	ENSP00000357013	whole body
KIR2DL1	ENSP00000336769	whole body
KIR2DL2	ENSP00000383645	whole body
KIR2DS4	ENSP00000340011	whole body
NCR2	ENSP00000362181	whole body
IL23R	ENSP00000321345	whole body
PRF1	ENSP00000316746	whole body
CASP7	ENSP00000298700	whole body
IRF2	ENSP00000377218	whole body
SOCS1	ENSP00000329418	whole body
BEND5	ENSP00000360899	whole body
C12ORF5	ENSP00000179259	whole body
CD19	ENSP00000313419	whole body
ZKSCAN4	ENSP00000366509	whole body
ITGAE	ENSP00000263087	whole body
ACTR3	ENSP00000263238	whole body
VIPR2	ENSP00000262178	whole body
AIP	ENSP00000279146	whole body
CLECL1	ENSP00000331766	whole body
ISG20	ENSP00000306565	whole body
LPAR5	ENSP00000327875	whole body
NFKBIE	ENSP00000275015	whole body
ZNF20	ENSP00000335437	whole body
HOPX	ENSP00000370656	whole body
TMC6	ENSP00000313408	whole body
WDFY4	ENSP00000320563	whole body
BAK1	ENSP00000363591	whole body
PIAS4	ENSP00000262971	whole body
C6ORF1	ENSP00000378441	whole body
RTN4IP1	ENSP00000358059	whole body
STAP1	ENSP00000265404	whole body
SYNGR3	ENSP00000248121	whole body
EFCAB11	ENSP00000326267	whole body
SEC24A	ENSP00000381823	whole body
MACROD1	ENSP00000255681	whole body
AXIN2	ENSP00000302625	whole body
GRM3	ENSP00000355316	whole body
CROCC	ENSP00000364691	whole body
CMC4	ENSP00000358491	whole body
DRP2	ENSP00000378635	whole body
IL12RB2	ENSP00000262345	whole body
OPRL1	ENSP00000336764	whole body
CCL4L1	ENSP00000405533	whole body
KCNA3	ENSP00000358784	whole body
ALOX12B	ENSP00000315167	whole body
CHKB	ENSP00000312189+ENSP00000384400	whole body
FAF2	ENSP00000261942	whole body
NDFIP2	ENSP00000218652	whole body
LTA4H	ENSP00000228740	whole body
HMGN2	ENSP00000355228	whole body
IL13	ENSP00000304915	whole body
IRAK3	ENSP00000261233	whole body
KIR3DL1	ENSP00000375608	whole body
KIR3DL2	ENSP00000325525	whole body
NFATC1	ENSP00000327850	whole body
STAMBP	ENSP00000344742	whole body
POU2AF1	ENSP00000228217	whole body
BPNT1	ENSP00000318852	whole body
HBB	ENSP00000333994	whole body
ERAP2	ENSP00000342447	whole body
RGS1	ENSP00000356429	whole body
CXCL13	ENSP00000286758	whole body
CASP10	ENSP00000286186	whole body
TRAF3	ENSP00000332468	whole body
CASP8	ENSP00000351273	whole body
IL21R	ENSP00000338010	whole body
CD1A	ENSP00000289429	whole body
TNFRSF18	ENSP00000328207	whole body
PTCRA	ENSP00000304447	whole body
RBM38	ENSP00000348538	whole body
SNX20	ENSP00000332062	whole body
GZMK	ENSP00000231009	whole body
TNFSF11	ENSP00000239849	whole body
TRAIP	ENSP00000328203	whole body
TCF7	ENSP00000340347	whole body
CRLF2	ENSP00000370979	whole body
CTLA4	ENSP00000303939	whole body
FGFBP2	ENSP00000259989	whole body
CASP3	ENSP00000311032	whole body
PCSK5	ENSP00000365943	whole body
LSP1	ENSP00000308383	whole body
BCAP31	ENSP00000392330	whole body
CCHCR1	ENSP00000379566	whole body
CDX2	ENSP00000370408	whole body
LTB	ENSP00000393693+ENSP00000395102	whole body
ITGB7	ENSP00000267082	whole body
DOK4	ENSP00000344277	whole body
SLC35A2	ENSP00000247138	whole body
CDCA4	ENSP00000337226	whole body
PICK1	ENSP00000349465	whole body
PSMB10	ENSP00000351314	whole body
HLX	ENSP00000355870	whole body
E2F3	ENSP00000262904	whole body
SPIB	ENSP00000270632	whole body
PYCARD	ENSP00000247470	whole body
ABCB9	ENSP00000280560	whole body
NXF1	ENSP00000294172	whole body
URB1	ENSP00000372199	whole body
AP4S1	ENSP00000216366	whole body
GMPR2	ENSP00000392859	whole body
KBTBD8	ENSP00000295568	whole body
MAL	ENSP00000310880	whole body
YIF1A	ENSP00000366098	whole body
CHAT	ENSP00000337103	whole body
CTBP1	ENSP00000290921	whole body
UBQLN1	ENSP00000365576	whole body
NOSIP	ENSP00000343497	whole body
FUCA2	ENSP00000002165	whole body
PLSCR3	ENSP00000316021	whole body
USP4	ENSP00000265560	whole body
PFDN5	ENSP00000334188	whole body
ZDHHC16	ENSP00000359891	whole body
ING4	ENSP00000380024	whole body
RPL7A	ENSP00000361076	whole body
RPS3A	ENSP00000346050	whole body
ATR	ENSP00000343741	whole body
STAM	ENSP00000366746	whole body
CCNK	ENSP00000374529	whole body
CEP68	ENSP00000367229	whole body
DGKA	ENSP00000328405	whole body
BNIP3	ENSP00000357625	whole body
GPSM2	ENSP00000264126	whole body
MTOR	ENSP00000354558	whole body
PLD2	ENSP00000263088	whole body
RAB30	ENSP00000260056	whole body
BRD7	ENSP00000378180	whole body
ZNF43	ENSP00000347045	whole body
CEBPG	ENSP00000284000	whole body
MKNK1	ENSP00000361014	whole body
IL17RA	ENSP00000320936	whole body
FANCA	ENSP00000373952	whole body
POLE	ENSP00000322570	whole body
CEP350	ENSP00000356579	whole body
OFD1	ENSP00000344314	whole body
CHD2	ENSP00000377747	whole body
CHUK	ENSP00000359424	whole body
MAP2K1	ENSP00000302486	whole body
IL18BP	ENSP00000260049	whole body
DRAP1	ENSP00000307850	whole body
EXOSC5	ENSP00000221233	whole body
HIST2H2AC	ENSP00000332194	whole body
RDH14	ENSP00000370648	whole body
PTPRM	ENSP00000331418	whole body
THOC1	ENSP00000261600	whole body
NLRP1	ENSP00000269280	whole body
ABI3	ENSP00000225941	whole body
HSH2D	ENSP00000253680	whole body
BMF	ENSP00000346697	whole body
GNLY	ENSP00000263863	whole body
SLX1A	ENSP00000328940	whole body
SEC23B	ENSP00000262544	whole body
MSC	ENSP00000321445	whole body
FCGR2B	ENSP00000351497	whole body
FCGR2C	ENSP00000420811	whole body
KIR2DL3	ENSP00000342215	whole body
GTF2H4	ENSP00000259895+ENSP00000396251	whole body
CRACR2B	ENSP00000324024	whole body
NIPA2	ENSP00000337618	whole body
RPS21	ENSP00000324438	whole body
CRNKL1	ENSP00000366557	whole body
ADAMTSL4	ENSP00000271643	whole body
FLT4	ENSP00000261937	whole body
MMRN2	ENSP00000361097	whole body
CLEC3B	ENSP00000296130	whole body
BCAM	ENSP00000270233	whole body
CNTN2	ENSP00000330633	whole body
CSF1R	ENSP00000286301	whole body
FAM65B	ENSP00000259698	whole body
KIT	ENSP00000288135	whole body
AOC3	ENSP00000312326	whole body
APOL1	ENSP00000317674	whole body
LAMA2	ENSP00000400365	whole body
PZP	ENSP00000261336	whole body
PVR	ENSP00000402060	whole body
COL6A3	ENSP00000295550	whole body
LAMP2	ENSP00000408411	whole body
MFAP4	ENSP00000299610	whole body
FCN3	ENSP00000270879	whole body
VASN	ENSP00000306864	whole body
CPQ	ENSP00000220763	whole body
ENPEP	ENSP00000265162	whole body
GUSB	ENSP00000302728	whole body
IL1RL1	ENSP00000233954	whole body
GPR126	ENSP00000356581	whole body
DSC2	ENSP00000280904	whole body
BAG1	ENSP00000224112	whole body
SH2D2A	ENSP00000357182	whole body
GLA	ENSP00000218516	whole body
S100A9	ENSP00000357727	whole body
EXOSC10	ENSP00000366135	whole body
TRIM21	ENSP00000254436	whole body
FAS	ENSP00000347979	whole body
SIPA1	ENSP00000312246	whole body
STAMBPL1	ENSP00000360992	whole body
SLC7A5	ENSP00000261622	whole body
HLA-DRB1	ENSP00000382599	whole body
WIBG	ENSP00000386156	whole body
PDCL3	ENSP00000264254	whole body
HIST2H2BE	ENSP00000358151	whole body
ITPR1	ENSP00000405934	whole body
SORL1	ENSP00000260197	whole body
OAS1	ENSP00000388001	whole body
RIN2	ENSP00000255006	whole body
BAX	ENSP00000293288	whole body
IL1R2	ENSP00000330959	whole body
NFKBID	ENSP00000380109	whole body
THNSL2	ENSP00000327323	whole body
ATP6V1H	ENSP00000352522	whole body
TMEM126B	ENSP00000306710	whole body
EPB41L2	ENSP00000338481	whole body
LRR1	ENSP00000298288	whole body
CASP9	ENSP00000330237	whole body
TRAF2	ENSP00000247668	whole body
TOR3A	ENSP00000356599	whole body
CD70	ENSP00000245903	whole body
FAM58A	ENSP00000377422	whole body
MRPS6	ENSP00000382250	whole body
PCTP	ENSP00000268896	whole body
SC5D	ENSP00000264027	whole body
GDE1	ENSP00000261386	whole body
CD99	ENSP00000370588	whole body
ITCH	ENSP00000363998	whole body
TCEA1	ENSP00000382541	whole body
RNF19B	ENSP00000362555	whole body
DGUOK	ENSP00000264093	whole body
HUS1	ENSP00000258774	whole body
DUT	ENSP00000370376	whole body
B2M	ENSP00000340858	whole body
DLGAP5	ENSP00000247191	whole body
MED30	ENSP00000297347	whole body
BCL10	ENSP00000271015	whole body
CXCL2	ENSP00000264492	whole body
CLEC2A	ENSP00000396163	whole body
F2RL3	ENSP00000248076	whole body
NLRP12	ENSP00000319377	whole body
TNFRSF13C	ENSP00000291232	whole body
FCRLA	ENSP00000236938	whole body
MLEC	ENSP00000228506	whole body
SYNGR2	ENSP00000225777	whole body
CAPNS1	ENSP00000246533	whole body
SLC25A6	ENSP00000370808	whole body
SNRPA	ENSP00000243563	whole body
TOMM22	ENSP00000216034	whole body
CD180	ENSP00000256447	whole body
TMED9	ENSP00000330945	whole body
FIS1	ENSP00000223136	whole body
GNB1	ENSP00000367872	whole body
PHGDH	ENSP00000358417	whole body
CCDC85B	ENSP00000311695	whole body
DESI2	ENSP00000306528	whole body
GRIK1	ENSP00000382791	whole body
ZNF232	ENSP00000250076	whole body
IL27RA	ENSP00000263379	whole body
PHTF1	ENSP00000358617	whole body
TLR1	ENSP00000354932	whole body
GRIK5	ENSP00000262895	whole body
TFR2	ENSP00000223051	whole body
A2M	ENSP00000323929	whole body
PTPRG	ENSP00000418112	whole body
PTN	ENSP00000341170	whole body
ACE	ENSP00000290866	whole body
PLTP	ENSP00000361508	whole body
VCAM1	ENSP00000294728	whole body
CDH5	ENSP00000344115	whole body
JAM2	ENSP00000420419	whole body
LIPG	ENSP00000261292	whole body
CFLAR	ENSP00000312455	whole body
FN1	ENSP00000346839	whole body
AKAP12	ENSP00000253332	whole body
JAG1	ENSP00000254958	whole body
HERPUD1	ENSP00000300302	whole body
ARL1	ENSP00000261636	whole body
RORA	ENSP00000261523	whole body
DGKE	ENSP00000284061	whole body
ZRANB1	ENSP00000352676	whole body
P4HA3	ENSP00000332170	whole body
ANGPT2	ENSP00000314897	whole body
S1PR1	ENSP00000305416	whole body
ARL4A	ENSP00000349250	whole body
ARNTL2	ENSP00000266503	whole body
CHST1	ENSP00000309270	whole body
CHST2	ENSP00000307911	whole body
POLI	ENSP00000217800	whole body
SMAD7	ENSP00000262158	whole body
TNFRSF25	ENSP00000367013	whole body
NDST1	ENSP00000261797	whole body
SELE	ENSP00000331736	whole body
TNFAIP2	ENSP00000332326	whole body
ZNF71	ENSP00000328245	whole body
TXNDC17	ENSP00000250101	whole body
STYX	ENSP00000346599	whole body
ESM1	ENSP00000370812	whole body
NDOR1	ENSP00000360576	whole body
KCNIP2	ENSP00000420040	whole body
SKIL	ENSP00000259119	whole body
CTGF	ENSP00000356954	whole body
FIBP	ENSP00000344572	whole body
CDC5L	ENSP00000360532	whole body
FADD	ENSP00000301838	whole body
RIPK1	ENSP00000259808	whole body
NDRG1	ENSP00000319977	whole body
APOL2	ENSP00000249066	whole body
GATA2	ENSP00000345681	whole body
OTOGL	ENSP00000298820	whole body
NOD1	ENSP00000222823	whole body
AASDH	ENSP00000205214	whole body
CYP27A1	ENSP00000258415	whole body
FLVCR2	ENSP00000238667	whole body
MRPL38	ENSP00000308275	whole body
NLRP3	ENSP00000337383	whole body
RARG	ENSP00000332695	whole body
CNPY3	ENSP00000361926	whole body
CD300LF	ENSP00000327075	whole body
MTERF4	ENSP00000241527	whole body
MRPS7	ENSP00000245539	whole body
NOP16	ENSP00000373810	whole body
OTUB1	ENSP00000301453	whole body
RAB23	ENSP00000320413	whole body
DDAH2	ENSP00000372901	whole body
PSMA7	ENSP00000359910	whole body
C9ORF156	ENSP00000364260	whole body
SAE1	ENSP00000270225	whole body
CLEC7A	ENSP00000302569	whole body
ABCB7	ENSP00000253577	whole body
AHSP	ENSP00000307199	whole body
CKLF	ENSP00000264001	whole body
SIRPB2	ENSP00000352849	whole body
SMIM24	ENSP00000215531	whole body
MED11	ENSP00000293777	whole body
CD300A	ENSP00000353259	whole body
MRPL32	ENSP00000223324	whole body
MSRB1	ENSP00000355084	whole body
TMEM14C	ENSP00000229563	whole body
VDAC3	ENSP00000388732	whole body
HSPB11	ENSP00000194214	whole body
LAMTOR2	ENSP00000357288	whole body
MRPS24	ENSP00000318158	whole body
NDUFA7	ENSP00000301457	whole body
NUCB1	ENSP00000263273	whole body
TRAPPC6A	ENSP00000006275	whole body
PGD	ENSP00000270776	whole body
MPDU1	ENSP00000250124	whole body
INIP	ENSP00000363360	whole body
NUDT5	ENSP00000419628	whole body
SPAG7	ENSP00000206020	whole body
TIMM21	ENSP00000169551	whole body
SPCS1	ENSP00000233025	whole body
NHP2	ENSP00000274606	whole body
UBE2J1	ENSP00000354684	whole body
FAM96B	ENSP00000387471	whole body
MRPS23	ENSP00000320184	whole body
MYL9	ENSP00000279022	whole body
C7ORF55	ENSP00000297534	whole body
GFI1B	ENSP00000344782	whole body
PPP1R15A	ENSP00000200453	whole body
STAC	ENSP00000273183	whole body
TBCK	ENSP00000355338	whole body
MRPS17	ENSP00000285298	whole body
MRPS28	ENSP00000276585	whole body
TRIAP1	ENSP00000304997	whole body
NIPSNAP3A	ENSP00000363899	whole body
MRPL18	ENSP00000356001	whole body
MARCH2	ENSP00000215555	whole body
P2RX7	ENSP00000261826	whole body
SWAP70	ENSP00000315630	whole body
NDUFC1	ENSP00000265500	whole body
SEC61G	ENSP00000341538	whole body
E2F6	ENSP00000370936	whole body
GMFG	ENSP00000253054	whole body
MRPL27	ENSP00000225969	whole body
CYLD	ENSP00000308928	whole body
RNF181	ENSP00000306906	whole body
TRNT1	ENSP00000251607	whole body
LUC7L2	ENSP00000347005	whole body
SPRY4	ENSP00000344967	whole body
ORMDL1	ENSP00000326869	whole body
SCIMP	ENSP00000382509	whole body
ZNF713	ENSP00000313355	whole body
SIGLEC15	ENSP00000374125	whole body
CD84	ENSP00000357033	whole body
EMC4	ENSP00000267750	whole body
TIMM17B	ENSP00000365766	whole body
HIGD1A	ENSP00000398064	whole body
ALAS2	ENSP00000332369	whole body
GCDH	ENSP00000222214	whole body
LIPA	ENSP00000337354	whole body
NSMCE1	ENSP00000355077	whole body
TRAT1	ENSP00000295756	whole body
PLA2G2D	ENSP00000364246	whole body
FXYD5	ENSP00000344254	whole body
SELK	ENSP00000418813	whole body
DCPS	ENSP00000263579	whole body
NDUFB10	ENSP00000268668	whole body
PIGY	ENSP00000273968	whole body
PPIF	ENSP00000225174	whole body
TBCA	ENSP00000369736	whole body
SF3A2	ENSP00000221494	whole body
TMEM69	ENSP00000361095	whole body
EMR1	ENSP00000311545	whole body
MAGOH	ENSP00000360525	whole body
AHSA1	ENSP00000216479	whole body
ARF6	ENSP00000298316	whole body
C1GALT1C1	ENSP00000304364	whole body
POLR1C	ENSP00000361465	whole body
NDUFB6	ENSP00000369176	whole body
HRH4	ENSP00000256906	whole body
MPC1	ENSP00000354223	whole body
MRPL37	ENSP00000354086	whole body
POMP	ENSP00000370222	whole body
ZNF706	ENSP00000311768	whole body
ANAPC15	ENSP00000227618	whole body
ATRAID	ENSP00000369518	whole body
MMADHC	ENSP00000301920	whole body
C14ORF1	ENSP00000256319	whole body
C2ORF15	ENSP00000311103	whole body
TMEM216	ENSP00000381950	whole body
CARD8	ENSP00000351901	whole body
ATP5J2	ENSP00000292475	whole body
NDUFA2	ENSP00000252102	whole body
RPL36	ENSP00000252543	whole body
NDUFC2	ENSP00000281031	whole body
NDUFS5	ENSP00000362058	whole body
SUCNR1	ENSP00000355156	whole body
DAPP1	ENSP00000296414	whole body
TMEM138	ENSP00000278826	whole body
MRPL48	ENSP00000308717	whole body
UFC1	ENSP00000356982	whole body
THYN1	ENSP00000341657	whole body
ING3	ENSP00000320566	whole body
UQCR10	ENSP00000332887	whole body
ATP5H	ENSP00000301587	whole body
ITM2A	ENSP00000362395	whole body
ATP5L	ENSP00000300688	whole body
AUP1	ENSP00000366748	whole body
COX16	ENSP00000374562	whole body
MRPL42	ENSP00000351506	whole body
TRAPPC4	ENSP00000351896	whole body
DPH5	ENSP00000359127	whole body
NDUFB1	ENSP00000330787	whole body
MRPS18B	ENSP00000397790+ENSP00000398494	whole body
FGF5	ENSP00000311697	whole body
NDUFB8	ENSP00000299166	whole body
TRAPPC2L	ENSP00000301021	whole body
FUCA1	ENSP00000363603	whole body
ZC3H7A	ENSP00000347999	whole body
FZD5	ENSP00000354607	whole body
MRPL22	ENSP00000411177	whole body
COA3	ENSP00000354762	whole body
FUT7	ENSP00000318142	whole body
GOLGA7	ENSP00000276530	whole body
UXT	ENSP00000337393	whole body
SDR42E1	ENSP00000332407	whole body
HACL1	ENSP00000323811	whole body
RABGAP1	ENSP00000362751	whole body
RBM22	ENSP00000199814	whole body
ZCCHC7	ENSP00000337839	whole body
PTPN6	ENSP00000391592	whole body
ZC3HC1	ENSP00000351052	whole body
POP5	ENSP00000350098	whole body
EIF4E2	ENSP00000258416	whole body
MS4A7	ENSP00000300184	whole body
MYD88	ENSP00000379625	whole body
ATP6V1G1	ENSP00000363162	whole body
MKRN2	ENSP00000170447	whole body
PGS1	ENSP00000262764	whole body
BRF2	ENSP00000220659	whole body
USP39	ENSP00000312981	whole body
PTAFR	ENSP00000301974	whole body
SLMAP	ENSP00000295951	whole body
TMEM59	ENSP00000234831	whole body
AHCY	ENSP00000217426	whole body
GOSR1	ENSP00000225724	whole body
IL12RB1	ENSP00000314425	whole body
EIF3L	ENSP00000416892	whole body
VPS26A	ENSP00000263559	whole body
MORF4	ENSP00000331310	whole body
ANAPC11	ENSP00000349957	whole body
CCDC113	ENSP00000219299	whole body
DCAF13	ENSP00000297579	whole body
METTL2A	ENSP00000309610	whole body
LTN1	ENSP00000354977	whole body
LYPLA1	ENSP00000320043	whole body
PAIP2	ENSP00000265192	whole body
UNC50	ENSP00000350409	whole body
FARSB	ENSP00000281828	whole body
ZDHHC17	ENSP00000403397	whole body
MRPL33	ENSP00000296102	whole body
PIGP	ENSP00000420037	whole body
C11ORF73	ENSP00000278483	whole body
KIAA1919	ENSP00000357840	whole body
TBC1D7	ENSP00000348813	whole body
TMEM106A	ENSP00000330774	whole body
CCDC59	ENSP00000256151	whole body
ZNF254	ENSP00000349494	whole body
HYPK	ENSP00000384474	whole body
MTM1	ENSP00000359423	whole body
SUPV3L1	ENSP00000352678	whole body
COQ9	ENSP00000262507	whole body
FOXP1	ENSP00000318902	whole body
KLHDC3	ENSP00000313995	whole body
RCL1	ENSP00000371169	whole body
ZNF571	ENSP00000333660	whole body
MRPL51	ENSP00000229238	whole body
SERF2	ENSP00000249786	whole body
ZNF326	ENSP00000340796	whole body
EEF1E1	ENSP00000369038	whole body
NELFCD	ENSP00000342300	whole body
CCT5	ENSP00000280326	whole body
GPR89A	ENSP00000319673	whole body
GPR89B	ENSP00000358233	whole body
CDK5RAP1	ENSP00000217372	whole body
ZCCHC17	ENSP00000343557	whole body
DDX27	ENSP00000360828	whole body
JKAMP	ENSP00000261247	whole body
OSER1	ENSP00000255174	whole body
ALG5	ENSP00000239891	whole body
NDUFA3	ENSP00000398290	whole body
PFDN2	ENSP00000356989	whole body
ORMDL2	ENSP00000243045	whole body
TRMT112	ENSP00000309433	whole body
SCAMP1	ENSP00000410636	whole body
PNRC2	ENSP00000334840	whole body
RANGRF	ENSP00000226105	whole body
ZNF385A	ENSP00000338927	whole body
CHMP4A	ENSP00000324205	whole body
JTB	ENSP00000271843	whole body
TECR	ENSP00000215567	whole body
SARNP	ENSP00000337632	whole body
SLC2A5	ENSP00000366641	whole body
C1ORF43	ENSP00000357507	whole body
FARS2	ENSP00000274680	whole body
NT5C3A	ENSP00000242210	whole body
CCDC167	ENSP00000362507	whole body
