Code	Name	UniProt_ID	Ensembl_gene_ID	Ensembl_transcript_ID	Ensembl_protein_ID
I04.024	C1 inhibitor	Q59EI5			
I04.024	C1 inhibitor	Q5UGI5			
I04.024	C1 inhibitor	Q5UGI6			
I04.025	neuroserpin	Q99574	ENSG00000163536	ENST00000446050	ENSP00000397373
I04.025	neuroserpin	Q99574	ENSG00000163536	ENST00000295777	ENSP00000295777
I04.025	neuroserpin	Q99574	ENSG00000163536	ENST00000446050	ENSP00000397373
I04.025	neuroserpin	Q99574	ENSG00000163536	ENST00000295777	ENSP00000295777
I04.026	serpin I2	O75830	ENSG00000114204	ENST00000461846	ENSP00000417692
I04.026	serpin I2	O75830	ENSG00000114204	ENST00000264677	ENSP00000264677
I04.026	serpin I2	O75830	ENSG00000114204	ENST00000471111	ENSP00000419407
I04.026	serpin I2	O75830	ENSG00000114204	ENST00000476257	ENSP00000420621
I04.026	serpin I2	B4DDY9			
I04.026	serpin I2	O75830	ENSG00000114204	ENST00000461846	ENSP00000417692
I04.026	serpin I2	O75830	ENSG00000114204	ENST00000264677	ENSP00000264677
I04.026	serpin I2	O75830	ENSG00000114204	ENST00000471111	ENSP00000419407
I04.026	serpin I2	O75830	ENSG00000114204	ENST00000476257	ENSP00000420621
I04.035	colligin 1	P50454	ENSG00000149257	ENST00000533603	ENSP00000434657
I04.035	colligin 1	P50454	ENSG00000149257	ENST00000358171	ENSP00000350894
I04.035	colligin 1	P50454	ENSG00000149257	ENST00000524558	ENSP00000434412
I04.035	colligin 1	A0A024R5K8	ENSG00000149257	ENST00000533603	ENSP00000434657
I04.035	colligin 1	A0A024R5K8	ENSG00000149257	ENST00000358171	ENSP00000350894
I04.035	colligin 1	A0A024R5K8	ENSG00000149257	ENST00000524558	ENSP00000434412
I04.035	colligin 1	P50454	ENSG00000149257	ENST00000533603	ENSP00000434657
I04.035	colligin 1	P50454	ENSG00000149257	ENST00000358171	ENSP00000350894
I04.035	colligin 1	P50454	ENSG00000149257	ENST00000524558	ENSP00000434412
I04.035	colligin 1	Q9NPA9			
I04.036	colligin 2	P50454	ENSG00000149257	ENST00000533603	ENSP00000434657
I04.036	colligin 2	P50454	ENSG00000149257	ENST00000358171	ENSP00000350894
I04.036	colligin 2	P50454	ENSG00000149257	ENST00000524558	ENSP00000434412
I04.036	colligin 2	A8K259			
I04.036	colligin 2	B4DN87			
I04.036	colligin 2	P50454	ENSG00000149257	ENST00000533603	ENSP00000434657
I04.036	colligin 2	P50454	ENSG00000149257	ENST00000358171	ENSP00000350894
I04.036	colligin 2	P50454	ENSG00000149257	ENST00000524558	ENSP00000434412
I04.082	centerin	Q86YP6			
I04.082	centerin	Q86WD7	ENSG00000170054	ENST00000448305	ENSP00000414092
I04.082	centerin	Q86WD7	ENSG00000170054	ENST00000424550	ENSP00000409012
I04.082	centerin	Q86WD7	ENSG00000170054	ENST00000674397	ENSP00000501517
I04.082	centerin	Q86WD7	ENSG00000170054	ENST00000337425	ENSP00000337133
I04.082	centerin	Q86WD7	ENSG00000170054	ENST00000674164	ENSP00000501328
I04.082	centerin	Q86WD7	ENSG00000170054	ENST00000380365	ENSP00000369723
I04.082	centerin	Q86WD7	ENSG00000170054	ENST00000538527	ENSP00000441511
I04.082	centerin	Q86WD7-2	ENSG00000170054	ENST00000674164	ENSP00000501328
I04.082	centerin	Q86WD7-7	ENSG00000170054	ENST00000337425	ENSP00000337133
I04.082	centerin	Q86YP6			
I04.091	serpinA12	Q8IW75	ENSG00000165953	ENST00000556881	ENSP00000451738
I04.091	serpinA12	Q8IW75	ENSG00000165953	ENST00000677451	ENSP00000503935
I04.091	serpinA12	Q8IW75	ENSG00000165953	ENST00000341228	ENSP00000342109
I04.091	serpinA12	Q8IW75	ENSG00000165953	ENST00000556881	ENSP00000451738
I04.091	serpinA12	Q8IW75	ENSG00000165953	ENST00000677451	ENSP00000503935
I04.091	serpinA12	Q8IW75	ENSG00000165953	ENST00000341228	ENSP00000342109
I04.952	serpin A2	P20848	ENSG00000274821	ENST00000616052	ENSP00000477957
I04.952	serpin A2	P20848	ENSG00000274821	ENST00000616052	ENSP00000477957
I04.952	serpin A2	S4UD68			
I04.953	angiotensinogen	P01019	ENSG00000135744	ENST00000679738	ENSP00000505063
I04.953	angiotensinogen	P01019	ENSG00000135744	ENST00000681514	ENSP00000505963
I04.953	angiotensinogen	P01019	ENSG00000135744	ENST00000680041	ENSP00000504866
I04.953	angiotensinogen	P01019	ENSG00000135744	ENST00000366667	ENSP00000355627
I04.953	angiotensinogen	P01019	ENSG00000135744	ENST00000681269	ENSP00000505985
I04.953	angiotensinogen	B0ZBE2			
I04.953	angiotensinogen	B2R5S1			
I04.953	angiotensinogen	B4DE80			
I04.953	angiotensinogen	B4E1B3			
I04.953	angiotensinogen	P01019	ENSG00000135744	ENST00000679738	ENSP00000505063
I04.953	angiotensinogen	P01019	ENSG00000135744	ENST00000681514	ENSP00000505963
I04.953	angiotensinogen	P01019	ENSG00000135744	ENST00000680041	ENSP00000504866
I04.953	angiotensinogen	P01019	ENSG00000135744	ENST00000366667	ENSP00000355627
I04.953	angiotensinogen	P01019	ENSG00000135744	ENST00000681269	ENSP00000505985
I04.953	angiotensinogen	Q53GY3			
I04.953	angiotensinogen	Q53YY1			
I04.953	angiotensinogen	Q59EP2			
I04.953	angiotensinogen	Q86U78			
I04.954	corticosteroid-binding globulin	P08185	ENSG00000170099	ENST00000341584	ENSP00000342850
I04.954	corticosteroid-binding globulin	P08185	ENSG00000277405	ENST00000621384	ENSP00000484501
I04.954	corticosteroid-binding globulin	B2R9F2			
I04.954	corticosteroid-binding globulin	G3V350	ENSG00000170099	ENST00000555056	ENSP00000451045
I04.954	corticosteroid-binding globulin	G3V350	ENSG00000277405	ENST00000631236	ENSP00000486588
I04.954	corticosteroid-binding globulin	P08185	ENSG00000170099	ENST00000341584	ENSP00000342850
I04.954	corticosteroid-binding globulin	P08185	ENSG00000277405	ENST00000621384	ENSP00000484501
I04.955	thyroxin-binding globulin	P05543	ENSG00000123561	ENST00000327674	ENSP00000329374
I04.955	thyroxin-binding globulin	P05543	ENSG00000123561	ENST00000372563	ENSP00000361644
I04.955	thyroxin-binding globulin	P05543	ENSG00000123561	ENST00000327674	ENSP00000329374
I04.955	thyroxin-binding globulin	P05543	ENSG00000123561	ENST00000372563	ENSP00000361644
I04.956	serpin B11	Q96P14			
I04.956	serpin B11	A9UKE9			
I04.956	serpin B11	B4DKT7			
I04.956	serpin B11	F5GYW9	ENSG00000206072	ENST00000544088	ENSP00000441497
I04.956	serpin B11	Q96P14			
I04.956	serpin B11	Q96P15	ENSG00000206072	ENST00000382749	ENSP00000421854
I04.966	SERPINA13	Q6UXR4			
I04.966	SERPINA13	Q6UXR4			
I04.972	E130113E03Rik protein ({Mus musculus}) and similar	A8MV23	ENSG00000253309	ENST00000524365	ENSP00000430755
I04.972	E130113E03Rik protein ({Mus musculus}) and similar	A8MV23	ENSG00000253309	ENST00000681248	ENSP00000506411
I04.972	E130113E03Rik protein ({Mus musculus}) and similar	A8MV23	ENSG00000253309	ENST00000521255	ENSP00000428316
I04.972	E130113E03Rik protein ({Mus musculus}) and similar	A8MV23	ENSG00000253309	ENST00000400389	ENSP00000441468
I04.972	E130113E03Rik protein ({Mus musculus}) and similar	A8MV23	ENSG00000253309	ENST00000524365	ENSP00000430755
I04.972	E130113E03Rik protein ({Mus musculus}) and similar	A8MV23	ENSG00000253309	ENST00000681248	ENSP00000506411
I04.972	E130113E03Rik protein ({Mus musculus}) and similar	A8MV23	ENSG00000253309	ENST00000521255	ENSP00000428316
I04.972	E130113E03Rik protein ({Mus musculus}) and similar	A8MV23	ENSG00000253309	ENST00000400389	ENSP00000441468
I04.972	E130113E03Rik protein ({Mus musculus}) and similar	A8MV23-1	ENSG00000253309	ENST00000521255	ENSP00000428316
I04.979	pigment epithelium derived factor	P36955	ENSG00000132386	ENST00000254722	ENSP00000254722
I04.979	pigment epithelium derived factor	P36955	ENSG00000132386	ENST00000254722	ENSP00000254722
I04.980	maspin	P36952	ENSG00000206075	ENST00000489441	ENSP00000467158
I04.980	maspin	P36952	ENSG00000206075	ENST00000382771	ENSP00000372221
I04.980	maspin	A0A024R2B6	ENSG00000206075	ENST00000382771	ENSP00000372221
I04.980	maspin	B4DWS9			
I04.980	maspin	P36952	ENSG00000206075	ENST00000489441	ENSP00000467158
I04.980	maspin	P36952	ENSG00000206075	ENST00000382771	ENSP00000372221
I04.UPW	family I4 unassigned peptidase inhibitors	Q86U17	ENSG00000186910	ENST00000334708	ENSP00000335024
I04.UPW	family I4 unassigned peptidase inhibitors	Q86U17	ENSG00000186910	ENST00000334708	ENSP00000335024
I04.UPW	family I4 unassigned peptidase inhibitors	P0C7T4	ENSG00000221887	ENST00000526932	ENSP00000431632
I04.UPW	family I4 unassigned peptidase inhibitors	A8MTL9	ENSG00000221887	ENST00000408945	ENSP00000386207
I04.UPW	family I4 unassigned peptidase inhibitors	A8MTL9-1	ENSG00000221887	ENST00000408945	ENSP00000386207
I04.UPW	family I4 unassigned peptidase inhibitors	Q96P15	ENSG00000206072	ENST00000382749	ENSP00000421854
I04.UPW	family I4 unassigned peptidase inhibitors	Q86WD7	ENSG00000170054	ENST00000448305	ENSP00000414092
I04.UPW	family I4 unassigned peptidase inhibitors	Q86WD7	ENSG00000170054	ENST00000424550	ENSP00000409012
I04.UPW	family I4 unassigned peptidase inhibitors	Q86WD7	ENSG00000170054	ENST00000674397	ENSP00000501517
I04.UPW	family I4 unassigned peptidase inhibitors	Q86WD7	ENSG00000170054	ENST00000337425	ENSP00000337133
I04.UPW	family I4 unassigned peptidase inhibitors	Q86WD7	ENSG00000170054	ENST00000674164	ENSP00000501328
I04.UPW	family I4 unassigned peptidase inhibitors	Q86WD7	ENSG00000170054	ENST00000380365	ENSP00000369723
I04.UPW	family I4 unassigned peptidase inhibitors	Q86WD7	ENSG00000170054	ENST00000538527	ENSP00000441511
I04.UPW	family I4 unassigned peptidase inhibitors	P05155	ENSG00000149131	ENST00000278407	ENSP00000278407
I04.UPW	family I4 unassigned peptidase inhibitors	P05155	ENSG00000149131	ENST00000378323	ENSP00000367574
I04.UPW	family I4 unassigned peptidase inhibitors	P05155	ENSG00000149131	ENST00000378324	ENSP00000367575
I04.UPW	family I4 unassigned peptidase inhibitors	P05155	ENSG00000149131	ENST00000676670	ENSP00000504807
I08.950	von Willebrand factor	P04275	ENSG00000110799	ENST00000261405	ENSP00000261405
I08.950	von Willebrand factor	B4DNX0			
I08.950	von Willebrand factor	P04275	ENSG00000110799	ENST00000261405	ENSP00000261405
I08.951	mucin-5AC	P98088	ENSG00000215182	ENST00000621226	ENSP00000485659
I08.951	mucin-5AC	P98088	ENSG00000283158	ENST00000636567	ENSP00000490794
I08.951	mucin-5AC	O75372			
I08.951	mucin-5AC	Q7LDT3			
I08.951	mucin-5AC	Q8N4M9			
I08.951	mucin-5AC	T1S9D5			
I08.951	mucin-5AC	Q02817			
I08.952	mucin 6	Q6W4X9	ENSG00000184956	ENST00000421673	ENSP00000406861
I08.952	mucin 6	Q6W4X9	ENSG00000283350	ENST00000636545	ENSP00000490759
I08.953	mucin 5B	Q9HC84	ENSG00000117983	ENST00000529681	ENSP00000436812
I08.953	mucin 5B	Q7M4S5			
I08.954	von Willebrand factor inhibitor unit 2	P04275	ENSG00000110799	ENST00000261405	ENSP00000261405
I08.954	von Willebrand factor inhibitor unit 2	Q9Y6R7	ENSG00000281123	ENST00000628705	ENSP00000487490
I08.954	von Willebrand factor inhibitor unit 2	Q9Y6R7	ENSG00000281123	ENST00000639918	ENSP00000491148
I08.954	von Willebrand factor inhibitor unit 2	Q9Y6R7	ENSG00000281123	ENST00000628705	ENSP00000487490
I08.954	von Willebrand factor inhibitor unit 2	Q9Y6R7	ENSG00000281123	ENST00000639918	ENSP00000491148
I08.954	von Willebrand factor inhibitor unit 2	Q02817			
I08.955	mucin 6 ({Homo sapiens})	Q6W4X9	ENSG00000184956	ENST00000421673	ENSP00000406861
I08.955	mucin 6 ({Homo sapiens})	Q6W4X9	ENSG00000283350	ENST00000636545	ENSP00000490759
I08.UPW	family I8 unassigned peptidase inhibitors	O75443	ENSG00000109927	ENST00000392793	ENSP00000376543
I08.UPW	family I8 unassigned peptidase inhibitors	O75443	ENSG00000109927	ENST00000264037	ENSP00000264037
I08.UPW	family I8 unassigned peptidase inhibitors	O75443	ENSG00000109927	ENST00000392793	ENSP00000376543
I08.UPW	family I8 unassigned peptidase inhibitors	O75443	ENSG00000109927	ENST00000264037	ENSP00000264037
I08.UPW	family I8 unassigned peptidase inhibitors	B4DYT6			
I08.UPW	family I8 unassigned peptidase inhibitors	A7Y9J9			
I100.001	stanniocalcin-1	P52823	ENSG00000159167	ENST00000290271	ENSP00000290271
I100.001	stanniocalcin-1	P52823	ENSG00000159167	ENST00000524323	ENSP00000427932
I100.001	stanniocalcin-1	P52823	ENSG00000159167	ENST00000290271	ENSP00000290271
I100.001	stanniocalcin-1	P52823	ENSG00000159167	ENST00000524323	ENSP00000427932
I103.001	shugoshin-2 ({Homo sapiens})	Q562F6	ENSG00000163535	ENST00000409203	ENSP00000386249
I103.001	shugoshin-2 ({Homo sapiens})	Q562F6	ENSG00000163535	ENST00000357799	ENSP00000350447
I15.UNW	family I15 unassigned peptidase inhibitor homologues	Q9NZV1	ENSG00000150938	ENST00000280527	ENSP00000280527
I15.UPW	family I15 unassigned peptidase inhibitors	B5A954	ENSG00000120156	ENST00000615002	ENSP00000480251
I15.UPW	family I15 unassigned peptidase inhibitors	B5A953			
I15.UPW	family I15 unassigned peptidase inhibitors	Q8N780			
I15.UPW	family I15 unassigned peptidase inhibitors	A8K6Z5			
I15.UPW	family I15 unassigned peptidase inhibitors	Q8IXB8			
I15.UPW	family I15 unassigned peptidase inhibitors	A0A096LNX8			
I15.UPW	family I15 unassigned peptidase inhibitors	A0A024R5W9			
I15.UPW	family I15 unassigned peptidase inhibitors	Q59HG2			
I17.001	secretory leukocyte peptidase inhibitor domain 2	P03973	ENSG00000124107	ENST00000338380	ENSP00000342082
I17.001	secretory leukocyte peptidase inhibitor domain 2	P03973	ENSG00000124107	ENST00000338380	ENSP00000342082
I17.001	secretory leukocyte peptidase inhibitor domain 2	Q8IUB2	ENSG00000124116	ENST00000243938	ENSP00000243938
I17.001	secretory leukocyte peptidase inhibitor domain 2	Q8IUB2	ENSG00000124116	ENST00000243938	ENSP00000243938
I17.002	elafin	P19957	ENSG00000124102	ENST00000243924	ENSP00000243924
I17.002	elafin	P19957	ENSG00000124102	ENST00000243924	ENSP00000243924
I17.003	whey acidic protein-2	Q8WWY7	ENSG00000168703	ENST00000372785	ENSP00000361871
I17.003	whey acidic protein-2	Q8WWY7	ENSG00000168703	ENST00000372785	ENSP00000361871
I17.003	whey acidic protein-2	Q8TCV5	ENSG00000175121	ENST00000307971	ENSP00000312381
I17.003	whey acidic protein-2	Q8TCV5	ENSG00000175121	ENST00000372789	ENSP00000361875
I17.003	whey acidic protein-2	Q8TCV5	ENSG00000175121	ENST00000307971	ENSP00000312381
I17.003	whey acidic protein-2	Q8TCV5	ENSG00000175121	ENST00000372789	ENSP00000361875
I17.003	whey acidic protein-2	Q8TCV5-2	ENSG00000175121	ENST00000372789	ENSP00000361875
I17.004	chelonianin inhibitor unit 2	Q14508	ENSG00000101443	ENST00000372676	ENSP00000361761
I17.004	chelonianin inhibitor unit 2	Q14508	ENSG00000101443	ENST00000217425	ENSP00000217425
I17.004	chelonianin inhibitor unit 2	Q14508	ENSG00000101443	ENST00000339946	ENSP00000340215
I17.004	chelonianin inhibitor unit 2	Q14508	ENSG00000101443	ENST00000342873	ENSP00000342890
I17.004	chelonianin inhibitor unit 2	A8K2M3	ENSG00000101443	ENST00000447118	ENSP00000404760
I17.004	chelonianin inhibitor unit 2	Q8WXW2			
I17.004	chelonianin inhibitor unit 2	P23352	ENSG00000011201	ENST00000262648	ENSP00000262648
I17.004	chelonianin inhibitor unit 2	P23352	ENSG00000011201	ENST00000262648	ENSP00000262648
I17.950	secretory leukocyte peptidase inhibitor domain 1	P03973	ENSG00000124107	ENST00000338380	ENSP00000342082
I17.950	secretory leukocyte peptidase inhibitor domain 1	P03973	ENSG00000124107	ENST00000338380	ENSP00000342082
I17.951	WFIKKN peptidase inhibitor inhibitor unit 1	Q96NZ8	ENSG00000127578	ENST00000319070	ENSP00000324763
I17.951	WFIKKN peptidase inhibitor inhibitor unit 1	Q96NZ8	ENSG00000127578	ENST00000319070	ENSP00000324763
I17.952	WFIKKNRP putative peptidase inhibitor unit 1	Q8TEU8	ENSG00000173714	ENST00000311378	ENSP00000311184
I17.952	WFIKKNRP putative peptidase inhibitor unit 1	B2R731			
I17.952	WFIKKNRP putative peptidase inhibitor unit 1	Q8TEU8	ENSG00000173714	ENST00000311378	ENSP00000311184
I17.953	eppin inhibitor unit 1	O95925	ENSG00000249139	ENST00000504988	ENSP00000424176
I17.953	eppin inhibitor unit 1	O95925	ENSG00000101448	ENST00000354280	ENSP00000361746
I17.953	eppin inhibitor unit 1	O95925	ENSG00000101448	ENST00000336443	ENSP00000338114
I17.953	eppin inhibitor unit 1	Q9BQY6	ENSG00000243543	ENST00000372670	ENSP00000361755
I17.953	eppin inhibitor unit 1	Q9BQY6	ENSG00000243543	ENST00000372670	ENSP00000361755
I17.953	eppin inhibitor unit 1	Q9BQY6-2	ENSG00000243543	ENST00000372670	ENSP00000361755
I17.UNW	family I17 unassigned peptidase inhibitor homologues	Q14508	ENSG00000101443	ENST00000372676	ENSP00000361761
I17.UNW	family I17 unassigned peptidase inhibitor homologues	Q14508	ENSG00000101443	ENST00000217425	ENSP00000217425
I17.UNW	family I17 unassigned peptidase inhibitor homologues	Q14508	ENSG00000101443	ENST00000339946	ENSP00000340215
I17.UNW	family I17 unassigned peptidase inhibitor homologues	Q14508	ENSG00000101443	ENST00000342873	ENSP00000342890
I17.UNW	family I17 unassigned peptidase inhibitor homologues	Q8IUB3	ENSG00000182931	ENST00000330523	ENSP00000327628
I17.UNW	family I17 unassigned peptidase inhibitor homologues	Q8IUB3	ENSG00000182931	ENST00000335769	ENSP00000337466
I17.UNW	family I17 unassigned peptidase inhibitor homologues	Q8IUB3-1	ENSG00000182931	ENST00000330523	ENSP00000327628
I17.UNW	family I17 unassigned peptidase inhibitor homologues	Q8IUB3-2	ENSG00000182931	ENST00000335769	ENSP00000337466
I17.UPW	family I17 unassigned peptidase inhibitors	Q9H1F0	ENSG00000180305	ENST00000372643	ENSP00000361726
I17.UPW	family I17 unassigned peptidase inhibitors	Q8IUA0	ENSG00000158901	ENST00000357199	ENSP00000361735
I17.UPW	family I17 unassigned peptidase inhibitors	Q8IUA0	ENSG00000158901	ENST00000289953	ENSP00000289953
I17.UPW	family I17 unassigned peptidase inhibitors	Q8IUA0	ENSG00000158901	ENST00000357199	ENSP00000361735
I17.UPW	family I17 unassigned peptidase inhibitors	Q8IUA0	ENSG00000158901	ENST00000289953	ENSP00000289953
I17.UPW	family I17 unassigned peptidase inhibitors	Q9HC57	ENSG00000103175	ENST00000219454	ENSP00000219454
I17.UPW	family I17 unassigned peptidase inhibitors	Q9HC57	ENSG00000103175	ENST00000568638	ENSP00000456920
I17.UPW	family I17 unassigned peptidase inhibitors	Q9HC57	ENSG00000103175	ENST00000219454	ENSP00000219454
I17.UPW	family I17 unassigned peptidase inhibitors	Q9HC57	ENSG00000103175	ENST00000568638	ENSP00000456920
I17.UPW	family I17 unassigned peptidase inhibitors	Q8IUA0	ENSG00000158901	ENST00000357199	ENSP00000361735
I17.UPW	family I17 unassigned peptidase inhibitors	Q8IUA0	ENSG00000158901	ENST00000289953	ENSP00000289953
I17.UPW	family I17 unassigned peptidase inhibitors	Q5DID0	ENSG00000177398	ENST00000400427	ENSP00000383279
I17.UPW	family I17 unassigned peptidase inhibitors	Q5DID0	ENSG00000177398	ENST00000400424	ENSP00000383276
I17.UPW	family I17 unassigned peptidase inhibitors	Q5DID0	ENSG00000177398	ENST00000408910	ENSP00000386147
I17.UPW	family I17 unassigned peptidase inhibitors	Q5DID0	ENSG00000177398	ENST00000408989	ENSP00000386126
I17.UPW	family I17 unassigned peptidase inhibitors	Q5DID0	ENSG00000177398	ENST00000400427	ENSP00000383279
I17.UPW	family I17 unassigned peptidase inhibitors	Q5DID0	ENSG00000177398	ENST00000400424	ENSP00000383276
I17.UPW	family I17 unassigned peptidase inhibitors	Q5DID0	ENSG00000177398	ENST00000408910	ENSP00000386147
I17.UPW	family I17 unassigned peptidase inhibitors	Q5DID0	ENSG00000177398	ENST00000408989	ENSP00000386126
I21.001	secretogranin V	P05408	ENSG00000166922	ENST00000300175	ENSP00000300175
I21.001	secretogranin V	P05408	ENSG00000166922	ENST00000413748	ENSP00000388560
I21.001	secretogranin V	P05408	ENSG00000277614	ENST00000614359	ENSP00000482615
I21.001	secretogranin V	P05408	ENSG00000281931	ENST00000632219	ENSP00000488109
I21.001	secretogranin V	P05408	ENSG00000281931	ENST00000632674	ENSP00000488509
I21.001	secretogranin V	A0A024R9I1	ENSG00000166922	ENST00000300175	ENSP00000300175
I21.001	secretogranin V	A0A024R9I1	ENSG00000277614	ENST00000614359	ENSP00000482615
I21.001	secretogranin V	A0A024R9I1	ENSG00000281931	ENST00000632219	ENSP00000488109
I21.001	secretogranin V	P05408	ENSG00000166922	ENST00000300175	ENSP00000300175
I21.001	secretogranin V	P05408	ENSG00000166922	ENST00000413748	ENSP00000388560
I21.001	secretogranin V	P05408	ENSG00000277614	ENST00000614359	ENSP00000482615
I21.001	secretogranin V	P05408	ENSG00000281931	ENST00000632219	ENSP00000488109
I21.001	secretogranin V	P05408	ENSG00000281931	ENST00000632674	ENSP00000488509
I21.001	secretogranin V	P05408-2	ENSG00000166922	ENST00000413748	ENSP00000388560
I21.001	secretogranin V	P05408-2	ENSG00000281931	ENST00000632674	ENSP00000488509
I25.001	cystatin A	P01040	ENSG00000121552	ENST00000264474	ENSP00000264474
I25.001	cystatin A	P01040	ENSG00000121552	ENST00000264474	ENSP00000264474
I25.003	cystatin B	P04080	ENSG00000160213	ENST00000291568	ENSP00000291568
I25.003	cystatin B	P04080	ENSG00000160213	ENST00000291568	ENSP00000291568
I25.003	cystatin B	Q76LA1	ENSG00000160213	ENST00000291568	ENSP00000291568
I25.004	cystatin C	P01034	ENSG00000101439	ENST00000398411	ENSP00000381448
I25.004	cystatin C	P01034	ENSG00000101439	ENST00000376925	ENSP00000366124
I25.004	cystatin C	P01034	ENSG00000101439	ENST00000398409	ENSP00000381446
I25.004	cystatin C	P01034	ENSG00000101439	ENST00000398411	ENSP00000381448
I25.004	cystatin C	P01034	ENSG00000101439	ENST00000376925	ENSP00000366124
I25.004	cystatin C	P01034	ENSG00000101439	ENST00000398409	ENSP00000381446
I25.004	cystatin C	P09228	ENSG00000170369	ENST00000304725	ENSP00000307540
I25.005	cystatin D	P28325	ENSG00000170367	ENST00000304710	ENSP00000307132
I25.005	cystatin D	P28325	ENSG00000170367	ENST00000304710	ENSP00000307132
I25.006	cystatin 6	Q15828	ENSG00000175315	ENST00000312134	ENSP00000311313
I25.006	cystatin 6	Q15828	ENSG00000175315	ENST00000312134	ENSP00000311313
I25.006	cystatin 6	Q6IBD2			
I25.007	cystatin F	O76096	ENSG00000077984	ENST00000480798	ENSP00000420384
I25.007	cystatin F	O76096	ENSG00000077984	ENST00000480798	ENSP00000420384
I25.008	cystatin S	P01036	ENSG00000101441	ENST00000217423	ENSP00000217423
I25.008	cystatin S	P01036	ENSG00000101441	ENST00000217423	ENSP00000217423
I25.009	cystatin SA	P09228	ENSG00000170369	ENST00000304725	ENSP00000307540
I25.009	cystatin SA	P09228	ENSG00000170369	ENST00000304725	ENSP00000307540
I25.010	cystatin SN	P01037	ENSG00000170373	ENST00000304749	ENSP00000305731
I25.010	cystatin SN	P01037	ENSG00000170373	ENST00000398402	ENSP00000381439
I25.010	cystatin SN	P01037	ENSG00000170373	ENST00000304749	ENSP00000305731
I25.010	cystatin SN	P01037	ENSG00000170373	ENST00000398402	ENSP00000381439
I25.016	kininogen inhibitor unit 2	P01042	ENSG00000113889	ENST00000447445	ENSP00000396025
I25.016	kininogen inhibitor unit 2	P01042	ENSG00000113889	ENST00000287611	ENSP00000287611
I25.016	kininogen inhibitor unit 2	P01042	ENSG00000113889	ENST00000644859	ENSP00000493985
I25.017	kininogen inhibitor unit 3	P01042	ENSG00000113889	ENST00000447445	ENSP00000396025
I25.017	kininogen inhibitor unit 3	P01042	ENSG00000113889	ENST00000287611	ENSP00000287611
I25.017	kininogen inhibitor unit 3	P01042	ENSG00000113889	ENST00000644859	ENSP00000493985
I25.017	kininogen inhibitor unit 3	B4DPP8			
I25.017	kininogen inhibitor unit 3	B4E1C2			
I25.017	kininogen inhibitor unit 3	D3DNU8			
I25.017	kininogen inhibitor unit 3	P01042	ENSG00000113889	ENST00000447445	ENSP00000396025
I25.017	kininogen inhibitor unit 3	P01042	ENSG00000113889	ENST00000287611	ENSP00000287611
I25.017	kininogen inhibitor unit 3	P01042	ENSG00000113889	ENST00000644859	ENSP00000493985
I25.017	kininogen inhibitor unit 3	P01042-1	ENSG00000113889	ENST00000644859	ENSP00000493985
I25.017	kininogen inhibitor unit 3	P01042-2	ENSG00000113889	ENST00000287611	ENSP00000287611
I25.017	kininogen inhibitor unit 3	Q05CF8			
I25.027	cystatin-related epididymal spermatogenic protein	O60676	ENSG00000125815	ENST00000246012	ENSP00000246012
I25.027	cystatin-related epididymal spermatogenic protein	O60676	ENSG00000125815	ENST00000246012	ENSP00000246012
I25.027	cystatin-related epididymal spermatogenic protein	Q9H112	ENSG00000125831	ENST00000377007	ENSP00000366206
I25.027	cystatin-related epididymal spermatogenic protein	Q9H112	ENSG00000125831	ENST00000377009	ENSP00000366208
I25.027	cystatin-related epididymal spermatogenic protein	Q9H112	ENSG00000125831	ENST00000377007	ENSP00000366206
I25.027	cystatin-related epididymal spermatogenic protein	Q9H112	ENSG00000125831	ENST00000377009	ENSP00000366208
I25.027	cystatin-related epididymal spermatogenic protein	Q9H112-1	ENSG00000125831	ENST00000377009	ENSP00000366208
I25.065	cystatin 9 ({Homo sapiens})	Q5W186	ENSG00000173335	ENST00000376971	ENSP00000366170
I25.065	cystatin 9 ({Homo sapiens})	Q5W186	ENSG00000173335	ENST00000376971	ENSP00000366170
I25.UNB	subfamily I25B unassigned peptidase inhibitor homologues	Q9H4G1	ENSG00000101435	ENST00000376979	ENSP00000366178
I25.UNB	subfamily I25B unassigned peptidase inhibitor homologues	Q9H4G1	ENSG00000101435	ENST00000376979	ENSP00000366178
I25.UNB	subfamily I25B unassigned peptidase inhibitor homologues	Q5W188			
I25.UNB	subfamily I25B unassigned peptidase inhibitor homologues	Q5W188			
I25.UPB	subfamily I25B unassigned peptidase inhibitors	Q9H114	ENSG00000125823	ENST00000246020	ENSP00000246020
I25.UPB	subfamily I25B unassigned peptidase inhibitors	Q9H114	ENSG00000125823	ENST00000347397	ENSP00000344907
I25.UPB	subfamily I25B unassigned peptidase inhibitors	Q9H114	ENSG00000125823	ENST00000246020	ENSP00000246020
I25.UPB	subfamily I25B unassigned peptidase inhibitors	Q9H114	ENSG00000125823	ENST00000347397	ENSP00000344907
I25.UPB	subfamily I25B unassigned peptidase inhibitors	P01042-3	ENSG00000113889	ENST00000447445	ENSP00000396025
I25.UPB	subfamily I25B unassigned peptidase inhibitors	Q5W186	ENSG00000173335	ENST00000376971	ENSP00000366170
I25.020	alpha-2-HS-glycoprotein inhibitor unit 1	P02765	ENSG00000145192	ENST00000411641	ENSP00000393887
I25.020	alpha-2-HS-glycoprotein inhibitor unit 1	B7Z556			
