Ensembl_protein_ID,Extracellular space,Cytoplasm,Plasma membrane,Lysosome,Endosome,Golgi apparatus,MEROPS_code,MEROPS_name
ENSP00000256759,1,1,0,0,0,0,I01.966,follistatin
ENSP00000353720,1,1,0,0,0,0,S09.982,liver carboxylesterase
ENSP00000274306,1,0,1,0,0,0,S01.135,granzyme A
ENSP00000273075,1,1,0,0,0,0,M18.002,aspartyl aminopeptidase
ENSP00000238508,1,1,0,0,0,0,I04.015,serpin B10
ENSP00000410715,1,1,0,0,0,0,I93.UPW,family I93 unassigned peptidase inhibitors
ENSP00000372224,1,1,0,0,0,0,S01.228,hepatocyte growth factor activator
ENSP00000284984,1,1,0,0,0,0,M12.222,ADAMTS1 peptidase
ENSP00000418735,1,1,0,0,0,0,M12.021,ADAMTS9 peptidase
ENSP00000348308,1,1,0,0,0,0,M10.022,matrix metallopeptidase-23B
ENSP00000222543,1,0,0,0,0,0,I02.013,tissue factor pathway inhibitor-2 inhibitor unit 1
ENSP00000222543,1,0,0,0,0,0,I02.014,tissue factor pathway inhibitor-2 inhibitor unit 2
ENSP00000222543,1,0,0,0,0,0,I02.951,tissue factor pathway inhibitor-2 unit 3
ENSP00000290271,1,1,1,0,0,0,I100.001,stanniocalcin-1
ENSP00000300175,1,1,0,0,0,0,I21.001,secretogranin V
ENSP00000296046,1,1,0,0,0,0,M14.010,carboxypeptidase A3
ENSP00000337733,1,1,0,0,0,0,S01.017,kallikrein-related peptidase 5
ENSP00000470538,1,1,0,0,0,0,S01.300,kallikrein-related peptidase 7
ENSP00000166139,1,1,0,0,0,1,I01.968,follistatin-related protein 3
ENSP00000216139,1,1,0,0,0,1,S01.223,acrosin
ENSP00000353679,1,1,1,0,0,0,M13.001,neprilysin
ENSP00000236938,1,1,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000256585,1,1,0,0,0,0,I63.002,bothrojaracin
ENSP00000219301,1,1,0,0,0,0,S01.992,plasma kallikrein-like protein 4
ENSP00000246012,1,1,0,0,0,0,I25.027,cystatin-related epididymal spermatogenic protein
ENSP00000322159,1,1,0,0,0,0,C54.004,autophagin-3
ENSP00000250378,1,0,0,0,0,0,S01.140,chymase ({Homo sapiens}-type)
ENSP00000337212,1,1,0,0,0,0,I04.012,megsin
ENSP00000375682,1,1,0,0,0,0,S01.244,kallikrein-related peptidase 8
ENSP00000304311,1,1,0,0,0,0,I63.002,bothrojaracin
ENSP00000348645,1,1,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000337133,1,1,0,0,0,0,I04.082,centerin
ENSP00000337133,1,1,0,0,0,0,I04.UPW,family I4 unassigned peptidase inhibitors
ENSP00000268281,1,1,0,0,0,0,S01.414,polyserase-2 unit 1
ENSP00000268281,1,1,0,0,0,0,S01.940,polyserase-2 unit 2
ENSP00000268281,1,1,0,0,0,0,S01.941,polyserase-2 unit 3
ENSP00000410076,1,1,0,0,0,0,C14.001,caspase-1
ENSP00000309148,1,1,0,0,0,0,S01.236,kallikrein-related peptidase 6
ENSP00000264381,1,1,0,0,0,0,S09.980,cholinesterase
ENSP00000360782,1,1,0,0,0,0,M16.971,mitochondrial processing peptidase non-peptidase alpha subunit
ENSP00000360782,1,1,0,0,0,0,M16.P01,LOC133083 g.p. ({Homo sapiens})
ENSP00000268379,1,1,0,0,0,0,M16.974,ubiquinol-cytochrome c reductase core protein II
ENSP00000381526,1,1,0,0,0,0,M38.976,dihydropyrimidinase related protein-3
ENSP00000287814,1,1,0,0,0,0,I35.004,timp-4
ENSP00000219070,1,1,1,0,0,0,M10.003,matrix metallopeptidase-2
ENSP00000276682,1,1,0,0,0,0,M67.971,Mername-AA168 protein
ENSP00000296498,1,1,1,0,0,0,S01.237,neurotrypsin
ENSP00000260408,1,1,1,0,0,1,M12.210,ADAM10 peptidase
ENSP00000284981,1,1,1,0,1,1,I02.015,protease nexin-2
ENSP00000264025,1,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000370867,1,1,1,0,0,0,C111.003,protein-glutamine gamma-glutamyltransferase E/3
ENSP00000284878,1,1,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000272771,1,0,0,0,0,0,I01.969,tomoregulin
ENSP00000272771,1,0,0,0,0,0,I01.978,Tmeff2 protein
ENSP00000355010,1,0,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000343366,1,0,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000264377,1,0,1,0,0,0,M12.979,ADAM23 protein
ENSP00000307519,1,0,1,0,0,0,S01.021,DESC1 peptidase
ENSP00000348639,1,0,1,0,0,0,S01.321,"transmembrane peptidase, serine 11F"
ENSP00000347714,1,0,1,0,0,0,I43.951,immunoglobulin alpha Fc receptor
ENSP00000273857,1,0,1,0,0,0,S01.019,corin
ENSP00000269202,1,0,1,0,0,0,M12.004,meprin beta subunit
ENSP00000375629,1,1,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000353767,1,0,1,0,0,0,M10.017,membrane-type matrix metallopeptidase-4
ENSP00000357668,1,0,1,0,0,0,M12.212,ADAM12 peptidase
ENSP00000265769,1,0,1,0,0,0,M12.224,ADAM28 peptidase ({Homo sapiens}-type)
ENSP00000253673,1,0,1,0,0,0,P02.003,EGF-like module containing mucin-like hormone receptor-like 3
ENSP00000287097,1,0,1,0,0,0,I39.006,antigen CD109
ENSP00000359596,1,0,1,0,0,0,M87.003,chloride channel accessory protein 2
ENSP00000386126,1,1,1,0,0,0,I17.UPW,family I17 unassigned peptidase inhibitors
ENSP00000386126,1,1,1,0,0,0,I63.UPW,family I63 unassigned peptidase inhibitors
ENSP00000299106,1,0,1,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000306390,1,0,1,0,0,0,S01.074,marapsin
ENSP00000295731,1,0,1,0,0,0,C46.003,Indian hedgehog protein
ENSP00000272190,1,0,1,0,0,0,A01.007,renin
ENSP00000229003,1,1,1,0,0,0,X41.001,placental protein P11 putative peptidase
ENSP00000266066,1,1,1,0,0,0,I93.002,Crescent protein ({Xenopus} sp.)
ENSP00000299502,1,1,1,0,0,0,I04.007,plasminogen activator inhibitor 2
ENSP00000274063,1,1,1,0,0,0,I93.002,Crescent protein ({Xenopus} sp.)
ENSP00000262648,1,0,1,0,0,0,I17.004,chelonianin inhibitor unit 2
ENSP00000337816,1,0,1,0,0,0,M10.024,membrane-type matrix metallopeptidase-6
ENSP00000188790,1,0,1,0,0,0,S09.007,fibroblast activation protein alpha subunit
ENSP00000297261,1,0,1,0,0,0,C46.002,Sonic hedgehog protein
ENSP00000264553,1,0,0,0,0,0,S01.139,granzyme M
ENSP00000366240,1,0,0,0,0,0,S09.055,Mername-AA197 putative peptidase
ENSP00000250974,1,0,0,0,0,0,S09.052,Mername-AA194 putative peptidase
ENSP00000344847,1,0,0,0,0,0,M12.237,ADAMTS12 peptidase
ENSP00000362304,1,0,0,0,0,0,M12.024,ADAMTS14 peptidase
ENSP00000370443,1,0,0,0,0,0,M12.230,ADAMTS6 peptidase
ENSP00000257359,1,0,0,0,0,0,M12.226,ADAMTS8 peptidase
ENSP00000297770,1,0,0,0,0,0,M14.018,carboxypeptidase A6
ENSP00000274181,1,0,0,0,0,0,M12.026,ADAMTS16 peptidase
ENSP00000369753,1,0,0,0,0,0,M10.029,matrix metallopeptidase-26
ENSP00000260229,1,0,0,0,0,0,M10.027,matrix metallopeptidase-22
ENSP00000299164,1,0,0,0,0,0,M12.025,ADAMTS15 peptidase
ENSP00000268070,1,0,0,0,0,0,M12.027,ADAMTS17 peptidase
ENSP00000251582,1,0,0,0,0,0,M12.301,procollagen I N-peptidase
ENSP00000284987,1,0,0,0,0,0,M12.225,ADAMTS5 peptidase
ENSP00000282849,1,0,0,0,0,0,M12.028,ADAMTS18 peptidase
ENSP00000313437,1,0,0,0,0,0,M10.021,matrix metallopeptidase-19
ENSP00000458585,1,0,0,0,0,0,M10.009,matrix metallopeptidase-12
ENSP00000322788,1,0,0,0,0,0,M10.001,matrix metallopeptidase-1
ENSP00000321108,1,0,0,0,0,0,I31.954,testican-2
ENSP00000374071,1,0,0,0,0,0,M12.246,ADAMTS20 peptidase ({Homo sapiens}-type)
ENSP00000260302,1,0,0,0,0,0,M10.013,matrix metallopeptidase-13
ENSP00000299855,1,0,0,0,0,0,M10.005,matrix metallopeptidase-3
ENSP00000260228,1,0,0,0,0,0,M10.019,matrix metallopeptidase-20
ENSP00000236826,1,0,0,0,0,0,M10.002,matrix metallopeptidase-8
ENSP00000350153,1,0,0,0,0,0,I01.980,Spock2 protein
ENSP00000350153,1,0,0,0,0,0,I31.007,testican 3
ENSP00000356975,1,0,0,0,0,0,M12.221,ADAMTS4 peptidase
ENSP00000279441,1,0,0,0,0,0,M10.006,matrix metallopeptidase-10 ({Homo sapiens}-type)
ENSP00000346537,1,0,0,0,0,0,I01.UPW,family I1 unassigned peptidase inhibitors
ENSP00000346537,1,0,0,0,0,0,I31.UPW,family I31 unassigned peptidase inhibitors
ENSP00000345395,1,0,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000355110,1,0,0,0,0,0,I01.UPW,family I1 unassigned peptidase inhibitors
ENSP00000355110,1,0,0,0,0,0,I31.UPW,family I31 unassigned peptidase inhibitors
ENSP00000259782,1,0,0,0,0,0,C01.973,tubulointerstitial nephritis antigen
ENSP00000332723,1,1,0,0,0,0,I63.UPW,family I63 unassigned peptidase inhibitors
ENSP00000361400,1,0,0,0,0,0,I63.UPW,family I63 unassigned peptidase inhibitors
ENSP00000256412,1,0,0,0,0,0,M12.219,ADAMDEC1 peptidase
ENSP00000061240,1,0,0,0,0,0,M12.016,vertebrate tolloid-like 1 protein
ENSP00000305919,1,0,0,0,0,0,S01.285,HtrA4 peptidase
ENSP00000350630,1,0,0,0,0,0,M12.018,mammalian-type tolloid-like 2 protein
ENSP00000401328,1,0,0,0,0,0,S01.325,epidermis-specific SP-like putative peptidase
ENSP00000355719,1,0,0,0,0,0,S01.318,marapsin-2
ENSP00000314783,1,0,0,0,0,0,S01.081,kallikrein-related peptidase 15
ENSP00000311746,1,0,0,0,0,0,S01.246,kallikrein-related peptidase 10
ENSP00000250366,1,0,0,0,0,0,S01.307,kallikrein-related peptidase 9
ENSP00000366170,1,0,0,0,0,0,I25.065,cystatin 9 ({Homo sapiens})
ENSP00000366170,1,0,0,0,0,0,I25.UPB,subfamily I25B unassigned peptidase inhibitors
ENSP00000280606,1,0,0,0,0,0,S01.375,polyserase-3 unit 2
ENSP00000367139,1,0,0,0,0,0,I01.054,SPINK9
ENSP00000407497,1,0,0,0,0,0,I01.UPW,family I1 unassigned peptidase inhibitors
ENSP00000274565,1,0,0,0,0,0,I01.057,esophagus cancer-related gene-2
ENSP00000324870,1,0,0,0,0,0,I01.015,SPINK6
ENSP00000369045,1,0,0,0,0,0,I01.970,SPINK4 protein
ENSP00000289953,1,0,0,0,0,0,I02.971,WFDC8 protein ({Homo sapiens})
ENSP00000289953,1,0,0,0,0,0,I17.UPW,family I17 unassigned peptidase inhibitors
ENSP00000248701,1,0,0,0,0,0,I01.012,SPINK2
ENSP00000349459,1,0,0,0,0,0,I01.975,LOC225445 protein
ENSP00000366178,1,0,0,0,0,0,I25.UNB,subfamily I25B unassigned peptidase inhibitor homologues
ENSP00000482743,1,0,0,0,0,0,S01.015,tryptase beta
ENSP00000482743,1,0,0,0,0,0,S01.143,tryptase alpha
ENSP00000279058,1,0,0,0,0,0,I02.975,9230105I15Rik protein ({Mus musculus}) and similar
ENSP00000279058,1,0,0,0,0,0,I02.UPW,family I2 unassigned peptidase inhibitors
ENSP00000161006,1,0,0,0,0,0,S01.252,prosemin
ENSP00000324763,1,0,0,0,0,0,I02.033,WFIKKN peptidase inhibitor inhibitor unit 3
ENSP00000324763,1,0,0,0,0,0,I02.953,WFIKKN peptidase inhibitor inhibitor unit 2
ENSP00000324763,1,0,0,0,0,0,I17.951,WFIKKN peptidase inhibitor inhibitor unit 1
ENSP00000351682,1,0,0,0,0,0,M20.006,carnosine dipeptidase I
ENSP00000361875,1,0,0,0,0,0,I17.003,whey acidic protein-2
ENSP00000231009,1,0,0,0,0,0,S01.146,granzyme K
ENSP00000303766,1,0,0,0,0,0,S01.284,HtrA3 peptidase
ENSP00000361755,1,0,0,0,0,0,I17.953,eppin inhibitor unit 1
ENSP00000326159,1,0,0,0,0,0,S01.251,kallikrein-related peptidase 4
ENSP00000381468,1,0,0,0,0,0,I01.060,SPINK13
ENSP00000217428,1,0,0,0,0,0,I02.969,HKIB9
ENSP00000265342,1,0,0,0,0,0,I01.977,KIAA1263 protein
ENSP00000265342,1,0,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000243938,1,0,0,0,0,0,I17.001,secretory leukocyte peptidase inhibitor domain 2
ENSP00000361726,1,0,0,0,0,0,I17.UPW,family I17 unassigned peptidase inhibitors
ENSP00000371036,1,0,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000361871,1,0,0,0,0,0,I17.003,whey acidic protein-2
ENSP00000244296,1,0,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000311184,1,0,0,0,0,0,I02.954,WFIKKNRP putative peptidase inhibitor unit 2
ENSP00000311184,1,0,0,0,0,0,I02.955,WFIKKNRP putative peptidase inhibitor unit 3
ENSP00000311184,1,0,0,0,0,0,I17.952,WFIKKNRP putative peptidase inhibitor unit 1
ENSP00000293636,1,0,0,0,0,0,S01.153,elastase-1
ENSP00000352639,1,0,0,0,0,0,S01.155,pancreatic elastase II
ENSP00000365075,1,0,0,0,0,0,S01.206,pancreatic elastase IIB
ENSP00000290567,1,0,0,0,0,0,S09.960,hypothetical protein flj33678
ENSP00000222481,1,0,0,0,0,0,M14.002,carboxypeptidase A2
ENSP00000222482,1,0,0,0,0,0,M14.017,carboxypeptidase A4
ENSP00000282957,1,0,0,0,0,0,M14.003,carboxypeptidase B
ENSP00000246020,1,0,0,0,0,0,I25.UPB,subfamily I25B unassigned peptidase inhibitors
ENSP00000221730,1,0,0,0,0,0,S33.978,hypothetical protein flj22408 (epoxide hydrolase)
ENSP00000305334,1,0,0,0,0,0,I01.977,KIAA1263 protein
ENSP00000305334,1,0,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000366923,1,0,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000272852,1,0,0,0,0,0,M14.021,metallocarboxypeptidase O
ENSP00000251296,1,0,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000326708,1,0,0,0,0,0,S01.078,ovochymase-1 domain 1
ENSP00000326708,1,0,0,0,0,0,S01.322,ovochymase 1 domain 1
ENSP00000211076,1,0,0,0,0,0,S01.054,tryptase delta 1 ({Homo sapiens})
ENSP00000337466,1,0,0,0,0,0,I17.UNW,family I17 unassigned peptidase inhibitor homologues
ENSP00000357798,1,0,0,0,0,0,M10.026,matrix metallopeptidase-21
ENSP00000011292,1,0,0,0,0,0,M14.001,carboxypeptidase A1
ENSP00000277903,1,0,0,0,0,0,S01.033,factor VII-activating peptidase
ENSP00000275525,1,0,0,0,0,0,I31.951,insulin-like growth factor binding protein
ENSP00000241305,1,0,0,0,0,0,M14.955,inactive carboxypeptidase-like protein X2 ({Homo sapiens})
ENSP00000369979,1,0,0,0,0,0,M14.039,metallocarboxypeptidase CPX-1 ({Homo sapiens})
ENSP00000359446,1,0,0,0,0,0,M14.004,carboxypeptidase N
ENSP00000335024,1,0,0,0,0,0,I04.UPW,family I4 unassigned peptidase inhibitors
ENSP00000342109,1,0,0,0,0,0,I04.091,serpinA12
ENSP00000220616,1,0,0,0,0,0,I31.950,thyroglobulin
ENSP00000220616,1,0,0,0,0,0,S09.978,thyroglobulin precursor
ENSP00000305731,1,0,0,0,0,0,I25.010,cystatin SN
ENSP00000269593,1,0,0,0,0,0,I31.952,insulin-like growth factor binding protein 3
ENSP00000303963,1,0,0,0,0,0,S01.152,chymotrypsin B
ENSP00000386207,1,0,0,0,0,0,I04.UPW,family I4 unassigned peptidase inhibitors
ENSP00000307540,1,0,0,0,0,0,I25.004,cystatin C
ENSP00000307540,1,0,0,0,0,0,I25.009,cystatin SA
ENSP00000296280,1,0,0,0,0,0,S01.132,mannan-binding lectin-associated serine peptidase-3
ENSP00000296280,1,0,0,0,0,0,S01.198,mannan-binding lectin-associated serine peptidase 1
ENSP00000293851,1,0,0,0,0,0,S01.075,tryptase-6
ENSP00000354294,1,0,0,0,0,0,S01.152,chymotrypsin B
ENSP00000219454,1,0,0,0,0,0,I17.UPW,family I17 unassigned peptidase inhibitors
ENSP00000233813,1,0,0,0,0,0,I31.952,insulin-like growth factor binding protein 3
ENSP00000360997,1,0,0,0,0,0,M12.241,ADAMTS13 peptidase
ENSP00000373472,1,0,0,0,0,0,M12.231,ADAMTS7 peptidase
ENSP00000361746,1,0,0,0,0,0,I02.058,"eppin-3, inhibitor unit 2"
ENSP00000361746,1,0,0,0,0,0,I17.953,eppin inhibitor unit 1
ENSP00000321334,1,0,0,0,0,0,S01.999,apolipoprotein
ENSP00000488338,1,0,0,0,0,0,S01.258,trypsin-2 type A
ENSP00000308208,0,1,1,0,0,1,M10.014,membrane-type matrix metallopeptidase-1
ENSP00000300954,0,1,0,0,0,0,S08.074,PCSK4 peptidase
ENSP00000354607,0,1,1,0,1,1,I93.UPW,family I93 unassigned peptidase inhibitors
ENSP00000323901,0,1,1,0,0,0,I93.UPW,family I93 unassigned peptidase inhibitors
ENSP00000453855,0,1,1,1,0,0,M12.208,ADAM8 peptidase
ENSP00000288680,0,1,0,0,0,1,A22.005,impas 2 peptidase
ENSP00000318585,0,1,1,0,1,1,A01.004,BACE1 g.p. ({Homo sapiens})
ENSP00000343535,0,1,0,0,0,0,C19.016,ubiquitin-specific peptidase 7
ENSP00000352324,0,1,0,0,0,0,C86.001,ataxin-3
ENSP00000480584,0,1,0,0,0,0,C14.004,caspase-7
ENSP00000265164,0,1,0,0,0,0,C14.005,caspase-6
ENSP00000297979,0,1,0,0,0,0,M01.028,aminopeptidase O
ENSP00000311032,0,1,1,0,0,0,C14.003,caspase-3
ENSP00000497997,0,1,1,0,0,0,C14.026,paracaspase
ENSP00000351314,0,1,0,0,0,0,T01.014,proteasome subunit beta2i
ENSP00000314029,0,1,0,0,0,0,C48.003,SENP3 peptidase
ENSP00000356425,0,1,0,0,0,0,C12.005,ubiquitinyl hydrolase-L5
ENSP00000311318,0,1,0,0,0,0,C54.005,autophagin-4
ENSP00000370377,0,1,0,0,0,0,M16.009,eupitrilysin
ENSP00000371607,0,1,0,0,0,0,M03.006,mitochondrial intermediate peptidase
ENSP00000245816,0,1,0,0,0,0,S14.003,peptidase Clp (type 3)
ENSP00000353826,0,1,0,0,0,0,S16.002,PIM1 peptidase
ENSP00000259407,0,1,0,0,0,0,S09.A50,acyl-coenzyme A amino acid N-acyltransferase 2
ENSP00000285737,0,1,0,0,0,0,S16.006,psLon peptidase
ENSP00000012049,0,1,0,0,0,1,M28.016,Mername-AA103 peptidase
ENSP00000340427,0,1,0,0,0,0,M28.018,Fxna peptidase
ENSP00000272167,0,1,0,0,0,0,S33.971,epoxide hydrolase
ENSP00000332979,0,1,0,0,1,1,A01.041,BACE2 g.p. ({Homo sapiens})
ENSP00000363826,0,1,1,0,0,1,I93.UPW,family I93 unassigned peptidase inhibitors
ENSP00000368682,0,1,1,0,0,1,M13.091,PHEX peptidase
ENSP00000269187,0,1,1,0,0,0,X40.001,LIV-1 breast cancer protein
ENSP00000265417,0,1,1,0,0,0,P02.019,GPR116 ({Homo sapiens})-type G-protein coupled receptor
ENSP00000352676,0,1,0,0,0,0,C64.004,trabid peptidase
ENSP00000285679,0,1,0,0,0,0,C19.041,ubiquitin-specific peptidase 25
ENSP00000334808,0,1,0,0,0,0,C19.021,ubiquitin-specific peptidase 16
ENSP00000258123,0,1,0,0,0,0,C19.022,ubiquitin-specific peptidase 15
ENSP00000218348,0,1,0,0,0,0,C19.014,ubiquitin-specific peptidase 11
ENSP00000402527,0,1,0,0,0,0,C48.004,SENP6 peptidase
ENSP00000301776,0,1,0,0,0,0,T02.002,isoaspartyl dipeptidase (threonine type)
ENSP00000305926,0,1,0,0,0,0,C64.002,Cezanne-2 peptidase
ENSP00000385247,0,1,0,0,0,0,C02.021,calpain-14
ENSP00000337501,0,1,0,0,0,0,A28.A10,nuclear receptor interacting protein 2
ENSP00000348395,0,1,0,0,0,0,M17.006,leucyl aminopeptidase-1 ({Caenorhabditis}-type)
ENSP00000328938,0,1,0,0,0,0,S09.977,kynurenine formamidase
ENSP00000263256,0,1,0,0,0,0,C97.001,desumoylating isopeptidase 1
ENSP00000366208,0,1,0,0,0,0,I25.027,cystatin-related epididymal spermatogenic protein
ENSP00000499089,0,1,0,0,0,0,S09.001,prolyl oligopeptidase
ENSP00000339208,0,1,0,0,0,0,S09.018,dipeptidyl-peptidase 8
ENSP00000222800,0,1,0,0,0,0,S33.976,Williams-Beuren syndrome critical region protein 21 epoxide hydrolase
ENSP00000315152,0,1,0,0,0,0,M24.028,mitochondrial methionyl aminopeptidase
ENSP00000261893,0,1,0,0,0,0,S12.004,LACT-1 peptidase
ENSP00000309262,0,1,0,0,0,0,C19.068,ubiquitin-specific peptidase 48
ENSP00000273359,0,1,0,0,0,0,S09.062,hypothetical protein
ENSP00000352222,0,1,0,0,0,0,C26.966,CTP synthase 2
ENSP00000312664,0,1,0,0,0,0,C14.006,caspase-2
ENSP00000217169,0,1,0,0,0,1,I32.007,BIRC-7 protein
ENSP00000217169,0,1,0,0,0,1,I32.UPW,family I32 unassigned peptidase inhibitors
ENSP00000337797,0,1,0,0,0,1,S68.001,PIDD auto-processing protein unit 1
ENSP00000337797,0,1,0,0,0,1,S68.002,PIDD auto-processing protein unit 2
ENSP00000300896,0,1,0,0,0,1,C19.044,ubiquitin-specific peptidase 32
ENSP00000300896,0,1,0,0,0,1,C19.107,ubiquitin-specific peptidase 32
ENSP00000317842,0,1,0,0,0,0,S09.984,carboxylesterase 2
ENSP00000356925,0,1,0,0,0,0,I43.UPW,family I43 unassigned peptidase inhibitors
ENSP00000326598,0,1,0,0,0,0,S01.993,testis-specific protein 50
ENSP00000309031,0,1,0,0,0,1,C64.006,VCIP135 deubiquitinating peptidase
ENSP00000264689,0,1,0,0,0,0,C78.002,UfSP2 peptidase
ENSP00000353249,0,1,0,0,0,0,M14.025,cytosolic carboxypeptidase 5
ENSP00000215794,0,1,0,0,0,0,C19.030,ubiquitin-specific peptidase 18
ENSP00000365233,0,1,0,0,0,0,S08.A56,SPAP8A3.12c g.p. ({Schizosaccharomyces pombe})
ENSP00000323071,0,1,0,0,0,0,S09.943,acyl-CoA thioesterase 4 ({Homo sapiens})
ENSP00000287078,0,1,0,0,0,0,S01.286,Tysnd1 peptidase
ENSP00000219473,0,1,0,0,1,0,C19.018,ubiquitin-specific peptidase 10
ENSP00000260648,0,1,0,0,0,1,S09.015,PREPL A protein
ENSP00000289865,0,1,1,0,0,0,C19.034,ubiquitin-specific peptidase 21
ENSP00000375844,0,1,1,0,0,0,C02.018,calpain-10
ENSP00000370372,0,1,1,0,0,0,M03.002,neurolysin
ENSP00000216341,0,1,1,0,0,0,S01.010,granzyme B ({Homo sapiens}-type)
ENSP00000263464,0,1,0,0,0,0,I32.003,BIRC-3 protein
ENSP00000263464,0,1,0,0,0,0,I32.007,BIRC-7 protein
ENSP00000263464,0,1,0,0,0,0,I32.UPW,family I32 unassigned peptidase inhibitors
ENSP00000347858,0,1,0,0,0,0,I32.004,XIAP caspase inhibitor
ENSP00000347858,0,1,0,0,0,0,I32.007,BIRC-7 protein
ENSP00000347858,0,1,0,0,0,0,I32.UPW,family I32 unassigned peptidase inhibitors
ENSP00000269280,0,1,0,0,0,0,S79.002,NLRP1 self-cleaving protein
ENSP00000386212,0,1,0,0,0,0,T01.016,proteasome subunit beta5t
ENSP00000330237,0,1,0,0,0,0,C14.010,caspase-9
ENSP00000229268,0,1,0,1,0,0,C19.001,ubiquitin-specific peptidase 5
ENSP00000230582,0,1,0,1,1,0,S28.003,thymus-specific serine peptidase
ENSP00000265560,0,1,1,1,0,0,C19.010,ubiquitin-specific peptidase 4
ENSP00000250066,0,1,1,1,1,0,C19.009,ubiquitin-specific peptidase 6
ENSP00000250066,0,1,1,1,1,0,C19.044,ubiquitin-specific peptidase 32
ENSP00000417132,0,1,0,0,0,0,C12.004,ubiquitinyl hydrolase-BAP1
ENSP00000321606,0,1,0,0,0,0,M38.974,dihydropyrimidinase related protein-1
ENSP00000308275,0,1,0,0,0,0,I51.UPW,family I51 unassigned peptidase inhibitors
ENSP00000296411,0,1,0,0,0,0,M24.017,methionyl aminopeptidase 1 (eukaryote)
ENSP00000246006,0,1,1,0,0,0,I63.UPW,family I63 unassigned peptidase inhibitors
ENSP00000363163,0,1,1,0,0,0,S09.987,neuroligin 3
ENSP00000343674,0,1,1,0,0,0,M12.245,ovastacin
ENSP00000381758,0,1,0,0,0,0,C02.013,calpain-11
ENSP00000331376,0,1,0,0,0,0,S33.012,Loc328574-like protein
ENSP00000350512,0,1,0,0,0,0,M67.002,Csn5 peptidase
ENSP00000381036,0,1,0,0,0,0,C02.972,androglobin
ENSP00000388275,0,1,0,0,0,0,M14.026,cytosolic carboxypeptidase 3
ENSP00000306528,0,1,0,0,0,0,C97.002,desumoylating isopeptidase 2
ENSP00000271971,0,1,0,0,0,0,C02.006,calpain-9
ENSP00000295055,0,1,0,0,0,0,C02.020,calpain-13
ENSP00000377823,0,1,0,0,0,0,S33.986,NDRG4 protein
ENSP00000342812,0,1,0,0,0,0,C19.028,ubiquitin-specific peptidase 9Y
ENSP00000384259,0,1,0,0,0,0,C54.003,autophagin-1
ENSP00000361306,0,1,0,0,0,0,C54.002,autophagin-2
ENSP00000304467,0,1,0,0,0,0,M03.001,thimet oligopeptidase
ENSP00000202625,0,1,0,0,0,0,C111.006,protein-glutamine gamma-glutamyltransferase 6
ENSP00000220420,0,1,0,0,0,0,C111.005,protein-glutamine gamma-glutamyltransferase 5
ENSP00000219611,0,1,0,0,0,0,C02.031,calpain 15 ({Homo sapiens})
ENSP00000331636,0,1,0,0,0,0,C02.017,calpain-12
ENSP00000262960,0,1,0,0,0,0,S09.019,dipeptidyl-peptidase 9
ENSP00000311224,0,1,0,0,0,0,S09.942,esterase/lipase ({Homo sapiens})
ENSP00000266736,0,1,0,0,0,0,M38.980,probable imidazolonepropionase
ENSP00000264220,0,1,0,0,0,0,C44.001,amidophosphoribosyltransferase precursor
ENSP00000339850,0,1,0,0,0,0,M38.977,dihydropyrimidinase related protein-4
ENSP00000253778,0,1,0,0,0,0,C44.972,glutamine:fructose-6-phosphate amidotransferase
ENSP00000156084,0,1,0,0,0,0,C85.001,OTUD5 peptidase ({Homo sapiens})
ENSP00000360905,0,1,0,0,0,0,M14.027,cytosolic carboxypeptidase 6
ENSP00000175506,0,1,0,0,0,0,C44.974,asparagine synthetase
ENSP00000419851,0,1,0,0,0,0,C26.950,guanine 5'-monophosphate synthetase
ENSP00000370531,0,1,0,0,0,0,S09.944,acyl-coenzyme A thioesterase 6 ({Homo sapiens})
ENSP00000252813,0,1,0,0,0,0,C15.010,pyroglutamyl-peptidase I (chordate)
ENSP00000346890,0,1,0,0,0,0,M16.005,nardilysin
ENSP00000346890,0,1,0,0,0,0,M16.983,nardilysin unit 2
ENSP00000346890,0,1,0,0,0,0,M16.987,nardilysin unit 3
ENSP00000361699,0,1,0,0,0,0,C26.A36,ctps g.p. ({Brachydanio rerio})
